Language,Comment,SourceCode,Issue Type,Code Fix
Java,how to get current date,"    @NonNull
    public static String getNowDateTime(@NonNull String format) {
        SimpleDateFormat formatter = new SimpleDateFormat(format, Locale.ENGLISH);
        Date curDate = new Date(System.currentTimeMillis());
        return formatter.format(curDate);
    }",Código em Conformidade,"```java
@NonNull
public static String getNowDateTime(@NonNull String format) {
    SimpleDateFormat formatter = new SimpleDateFormat(format, Locale.ENGLISH);
    Date curDate = new Date(System.currentTimeMillis());
    return formatter.format(curDate);
}
```"
Java,readonly array,"  public void switchReadOnlyConnection(Boolean mustBeReadOnly) throws SQLException {
    if (urlParser.getOptions().assureReadOnly && currentReadOnlyAsked != mustBeReadOnly) {
      proxy.lock.lock();
      try {
        // verify not updated now that hold lock, double check safe due to volatile
        if (currentReadOnlyAsked != mustBeReadOnly) {
          currentReadOnlyAsked = mustBeReadOnly;
          setSessionReadOnly(mustBeReadOnly, currentProtocol);
        }
      } finally {
        proxy.lock.unlock();
      }
    }
  }",Bug Crítico,"```java
public void switchReadOnlyConnection(Boolean mustBeReadOnly) throws SQLException {
  if (urlParser.getOptions().assureReadOnly) {
    proxy.lock.lock();
    try {
      for (int i = 0; i < currentReadOnlyAsked.length; i++) {
        if (currentReadOnlyAsked[i] != mustBeReadOnly) {
          currentReadOnlyAsked[i] = mustBeReadOnly;
          setSessionReadOnly(mustBeReadOnly, currentProtocol);
        }
      }
    } finally {
      proxy.lock.unlock();
    }
  }
}
```"
Java,initializing array,"    public void init(String pin) {
        keygen.setWallet(getDescriptor(false));
        log.info( ""Initializing wallet: "" + descriptor.key + "" pin enabled: "" + pinEnabled);
        try {
            keygen.init(pinEnabled, pinSalt, pin);
        } catch (Exception e) {
            System.out.println(""Error while initializing Keygen..."");
            log.error(""Error initializing wallet: "" + descriptor.key + "" pin enabled: "" + pinEnabled);
        }
    }",Código com Débito Técnico,"```java
public void init(String pin) {
    if(keygen == null || pin == null || pinSalt == null || descriptor == null || log == null) {
        throw new IllegalArgumentException(""One or more required parameters are null"");
    }

    keygen.setWallet(getDescriptor(false));
    log.info(""Initializing wallet: "" + descriptor.key + "" pin enabled: "" + pinEnabled);

    try {
        keygen.init(pinEnabled, pinSalt, pin);
    } catch (Exception e) {
        System.err.println(""Error while initializing Keygen..."");
        log.error(""Error initializing wallet: "" + descriptor.key + "" pin enabled: "" + pinEnabled, e);
    }
}
```"
Java,string to date,"	public String toDateStr() {
		if (null != this.timeZone) {
			final SimpleDateFormat simpleDateFormat = new SimpleDateFormat(DatePattern.NORM_DATE_PATTERN);
			simpleDateFormat.setTimeZone(this.timeZone);
			return toString(simpleDateFormat);
		}
		return toString(DatePattern.NORM_DATE_FORMAT);
	}",Código em Conformidade,"```java
public Date toDate(String dateStr) {
    if (null != this.timeZone) {
        final SimpleDateFormat simpleDateFormat = new SimpleDateFormat(DatePattern.NORM_DATE_PATTERN);
        simpleDateFormat.setTimeZone(this.timeZone);
        try {
            return simpleDateFormat.parse(dateStr);
        } catch (ParseException e) {
            e.printStackTrace();
            return null;
        }
    }
    try {
        return DatePattern.NORM_DATE_FORMAT.parse(dateStr);
    } catch (ParseException e) {
        e.printStackTrace();
        return null;
    }
}
```"
Java,map to json,"    @SuppressWarnings(""unchecked"")
    public static Map<String, Object> deserialize(byte[] json) {
        try {
            return getsMapper().readValue(json, Map.class);
        } catch (RuntimeException e){
            throw e;
        } catch (Exception e) {
            throw new IllegalStateException(""Error converting byte[] to map object: "" +
                    bytesToString(json));
        }
    }",Código em Conformidade,"```java
    @SuppressWarnings(""unchecked"")
    public static Map<String, Object> deserialize(byte[] json) {
        try {
            return getMapper().readValue(json, new TypeReference<Map<String, Object>>(){});
        } catch (RuntimeException e){
            throw e;
        } catch (Exception e) {
            throw new IllegalStateException(""Error converting byte[] to map object: "" +
                    bytesToString(json), e);
        }
    }
```"
Java,sending binary data over a serial connection,"    @Override
    public void sendBinary(@Sensitive ByteBuffer partialByte, boolean isLast) throws IOException {
        if (partialByte == null) {
            IllegalArgumentException up = new IllegalArgumentException();
            throw up;
        }

        impl.sendBinary(partialByte, OpcodeType.BINARY_WHOLE, isLast);
        return;

    }",Código em Conformidade,"```java
@Override
public void sendBinary(@Sensitive ByteBuffer partialByte, boolean isLast) throws IOException {
    if (partialByte == null) {
        throw new IllegalArgumentException();
    }

    impl.sendBinary(partialByte, OpcodeType.BINARY_WHOLE, isLast);
}
```"
Java,parse command line argument,"  private <A extends ArgsBase>
  int parseCommandOption(Command<? super A> command,
                         A args,
                         String arg,
                         int i)
  {
    final String []argv = args.getRawArgv();
    OptionCommandLine<? super A> option = command.getOption(arg);

    if (option != null) {
      i = option.parse(args, argv, i);
    }
    else if (arg.startsWith(""--"") && arg.indexOf(""="") > 0) {
      int p = arg.indexOf(""="");
      
      String key = arg.substring(2, p);
      String value = arg.substring(p + 1);
      
      args.property(key, value);
    }
    else if (arg.startsWith(""-"")) {
      throw new CommandArgumentException(L.l(""'{0}' is an unexpected option for {1}."",
                                             arg,
                                             command.name()));
    }
    else if (command.getTailArgsMinCount() >= 0) {
      args.addTailArg(arg);
    }
    else {
      throw new CommandArgumentException(L.l(""'{0}' is an unexpected argument for {1}."",
                                             arg,
                                             command.name()));
    }

    return i;
  }",Código em Conformidade,
Java,deserialize json,"  public WxCpTag deserialize(JsonElement json, Type typeOfT, JsonDeserializationContext context)
      throws JsonParseException {
    JsonObject jsonObject = json.getAsJsonObject();
    return new WxCpTag(GsonHelper.getString(jsonObject, ""tagid""), GsonHelper.getString(jsonObject, ""tagname""));
  }",Código em Conformidade,"```java
public WxCpTag deserialize(JsonElement json, Type typeOfT, JsonDeserializationContext context)
    throws JsonParseException {
    JsonObject jsonObject = json.getAsJsonObject();

    String tagId = null;
    if (jsonObject.has(""tagid"")) {
        tagId = GsonHelper.getString(jsonObject, ""tagid"");
    }

    String tagName = null;
    if (jsonObject.has(""tagname"")) {
        tagName = GsonHelper.getString(jsonObject, ""tagname"");
    }

    return new WxCpTag(tagId, tagName);
}
```"
Java,get inner html,"  List<List<Double>> multiplyWithOutAMP(List<List<Double>> list1, List<List<Double>> list2) {
    List<List<Double>> c ;
    List<Double> cTemp;

    c = new ArrayList<>() ;
    for (int row = 0; row < list1.size(); row++) {
      cTemp = new ArrayList<>() ;
      for (int col = 0; col < list2.get(0).size(); col++) {
        cTemp.add(0.0);
      }
      c.add(cTemp);
    }

    for (int row = 0; row < list1.size(); row++) {
      for (int col = 0; col < list2.get(row).size(); col++) {
        for (int inner = 0; inner < list1.get(0).size(); inner++) {
          double val = c.get(row).get(col) ;
          c.get(row).set(col, val + list1.get(row).get(inner) * list2.get(inner).get(col));
        }
      }
    }
    return c;
  }",Código em Conformidade,"```java
List<List<Double>> multiplyWithOutAMP(List<List<Double>> list1, List<List<Double>> list2) {
    List<List<Double>> c = new ArrayList<>() ;
    int list1RowSize = list1.size();
    int list1ColSize = list1.get(0).size();
    int list2ColSize = list2.get(0).size();

    for (int row = 0; row < list1RowSize; row++) {
      List<Double> cTemp = new ArrayList<>() ;
      for (int col = 0; col < list2ColSize; col++) {
        cTemp.add(0.0);
      }
      c.add(cTemp);
    }

    for (int row = 0; row < list1RowSize; row++) {
      for (int col = 0; col < list2ColSize; col++) {
        double sum = 0.0;
        for (int inner = 0; inner < list1ColSize; inner++) {
          sum += list1.get(row).get(inner) * list2.get(inner).get(col);
        }
        c.get(row).set(col, sum);
      }
    }
    return c;
}
```"
Java,sorting multiple arrays based on another arrays sorted order,"    public void sortIndices(SortCoupledArray_F64 sorter ) {
        if( sorter == null )
            sorter = new SortCoupledArray_F64();

        sorter.quick(col_idx,numCols+1,nz_rows,nz_values);
        indicesSorted = true;
    }",Código em Conformidade,"```java
public void sortIndices(SortCoupledArray_F64 sorter) {
    if (sorter == null)
        sorter = new SortCoupledArray_F64();

    if (numCols < col_idx.length && nz_rows.length > 0 && nz_values.length > 0) {
        sorter.quick(col_idx, numCols, nz_rows, nz_values);
        indicesSorted = true;
    } else {
        System.out.println(""Error: Index out of bounds."");
    }
}
```"
Java,pretty print json,"    public static String toPrettyJsonString(Object object) {
        try {
            return jsonMapper.writerWithDefaultPrettyPrinter()
                    .writeValueAsString(object);
        } catch (JsonProcessingException e) {
            return JMExceptionManager.handleExceptionAndReturnNull(log, e,
                    ""toPrettyJsonString"", object);
        }
    }",Código em Conformidade,"```java
public static String toPrettyJsonString(Object object) {
    try {
        return jsonMapper.writerWithDefaultPrettyPrinter()
                .writeValueAsString(object);
    } catch (JsonProcessingException e) {
        System.err.println(""JsonProcessingException: "" + e.getMessage());
        return null;
    }
}
```"
