Language,Comment,SourceCode
Java,how to determine a string is a valid word,"    private static int wordsWithThreeSyllables(String strText) {
        int intLongWordCount = 0;
        
        List<String> arrWords = (new WhitespaceTokenizer()).tokenize(strText);
        int intWordCount = arrWords.size();
        for (int i = 0; i < intWordCount; ++i) {
            if(syllableCount(arrWords.get(i)) > 2) {
                ++intLongWordCount; //it also counts the proper nouns which should be excluded for Fog index, but this is not a major issue
            }
        }
        
        return intLongWordCount;
    }"
Java,json to xml conversion,"	public Map<String, List<ConversionMethod>> conversionsLoad(){
		Map<String, List<ConversionMethod>> map = new HashMap<String, List<ConversionMethod>>();
		
		try{	// if xml mapping file isn't empty
				if(!isEmpty(xmlJmapper.classes))
					for (XmlClass xmlClass : xmlJmapper.classes) {
					   List<ConversionMethod> conversions = new ArrayList<ConversionMethod>();
					   if(!isEmpty(xmlClass.conversions))
						 for (XmlConversion xmlConversion : xmlClass.conversions)
							 try{	 conversions.add(Converter.toConversionMethod(xmlConversion));
							 }catch (XmlConversionNameException e) {
								 Error.xmlConversionNameUndefined(this.xmlPath,xmlClass.name);
							 }catch (XmlConversionTypeException e) {
								 Error.xmlConversionTypeIncorrect(xmlConversion.name,this.xmlPath,xmlClass.name,xmlConversion.type);
							 }catch (XmlConversionParameterException e) {
								 Error.improperUseOfTheParameter(xmlConversion.name,this.xmlPath,xmlClass.name);
							 }
					   // enrich map only if for this class there are conversions
					   if(!conversions.isEmpty())
						   map.put(xmlClass.name, conversions);
					}
		}catch (Exception e) {JmapperLog.error(e);}
		return map;
	}"
Java,sending binary data over a serial connection,"    @Override
    public ChannelFuture goAway(ChannelHandlerContext ctx, int lastStreamId, long errorCode, ByteBuf debugData,
                                ChannelPromise promise) {
        if (!ctx.channel().isActive()) {
            // There's no point of sending a GOAWAY frame because the connection is over already.
            promise.unvoid().trySuccess();
            debugData.release();
            return promise;
        }

        return super.goAway(ctx, lastStreamId, errorCode, debugData, promise);
    }"
Java,reading element from html - <td>,"    private String getHtmlForPDFConversion() throws IOException {
        StringBuilder oldContent = new StringBuilder();

        FileReader fr = new FileReader(file);
        try (BufferedReader reader = new BufferedReader(fr)) {
            String line;
            while ((line = reader.readLine()) != null) {
                oldContent.append(line);
                oldContent.append(""\r\n"");
            }
        }

        // replace all non convertible elements with empty text or modify for conversion
        String str = oldContent.toString()
                .replaceAll(""<script type='text/javascript'>(?s).*</script>"", """")
                .replaceAll(""<tr>\\s*<th>View Results</th>(?s).*?</tr>"", """")
                .replaceAll(""&nbsp;"", "" "");

        String imagePattern = ""(<img(?s).*? src='(.*?)'(?s).*?)</img>"";
        Pattern r = Pattern.compile(imagePattern);
        Matcher m = r.matcher(str);
        int imageCount = 0;
        while (m.find()) {
            str = str.replaceFirst(""<a href='javascript:void\\(0\\)'(?s).*?(<img(?s).*? src='(.*?)'(?s).*?)"" +
                            "" style(?s).*?</img>"",
                    ""<a href=\""#image-"" + imageCount + ""\"">View Screenshot</a>"");
            str = str.replaceFirst(""</body>"", ""<p style='page-break-before: always' id='image-"" + imageCount++ + ""'></p"" +
                    "">"" +
                    m.group().replaceAll(""width='300px' style(?s).*?'>"", ""height='600px' width='1000px'>"") + ""</body>"");
        }
        return str;
    }"
Java,all permutations of a list,"    public List<Permutation> all() {
        final List<Permutation> permutations = new ArrayList<Permutation>();
        Backtracker counter = new Backtracker() {

            @Override
            public void applyTo(Permutation p) {
                permutations.add(p);
            }

            @Override
            public boolean isFinished() {
                return false;
            }
        };
        this.apply(counter);
        return permutations;
    }"
Java,map to json,"    private Map<String, Object> toMap(JSONObject o) {
        Map<String, Object> map = new LinkedHashMap<>();
        // https://github.com/jwtk/jjwt/issues/380: use .keys() and *not* .keySet() for Android compatibility:
        Iterator<String> iterator = o.keys();
        while (iterator.hasNext()) {
            String key = iterator.next();
            Object value = o.get(key);
            value = convertIfNecessary(value);
            map.put(key, value);
        }
        return map;
    }"
Java,get executable path,"    protected String getJavaExecutablePath() {
        String executableName = isWindows() ? ""bin/java.exe"" : ""bin/java"";
        return PROPERTIES.getJavaHome().resolve(executableName).toAbsolutePath().toString();
    }"
Java,copy to clipboard,"	private void handleContextMenu(JTree tree, int x, int y) {
		TreePath path = tree.getPathForLocation(x, y);
		tree.setSelectionPath(path);
		DefaultMutableTreeNode node = (DefaultMutableTreeNode) tree.getLastSelectedPathComponent();

		if (node == null)
			return;
		if (!node.isLeaf()) {
			tree.setSelectionPath(null);
			return;
		}
		final AppInfo info = (AppInfo) node.getUserObject();

		JMenuItem copyname = new JMenuItem(""Copy Name"");
		copyname.addActionListener(e -> {
			Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
			clipboard.setContents(new StringSelection(info.app.getSimpleName()), null);
		});

		JMenuItem copypath = new JMenuItem(""Copy Path"");
		copypath.addActionListener(e -> {
			String path1 = UtilIO.getSourcePath(info.app.getPackage().getName(), info.app.getSimpleName());
			Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
			clipboard.setContents(new StringSelection(path1), null);
		});

		JMenuItem github = new JMenuItem(""Go to Github"");
		github.addActionListener(e -> openInGitHub(info));

		JPopupMenu submenu = new JPopupMenu();
		submenu.add(copyname);
		submenu.add(copypath);
		submenu.add(github);
		submenu.show(tree, x, y);
	}"
Java,sorting multiple arrays based on another arrays sorted order,"	private void loadSortKeys() {
		// cache sort key so we won't reload it each time
		if(sortKeys != null) return;
		if(orders == null || orders.length == 0) return;
		sortKeys = new ArrayList<List<BSTR>>(orders.length);
		for(SortOrder order: orders) {
			Set<BSTR> sortValues = new HashSet<BSTR>();
			loadSortKey(order.items, 0, sortValues);
			List<BSTR> sortArray = new ArrayList<BSTR>(sortValues);
			Collections.sort(sortArray);
			sortKeys.add(sortArray);
		}
	}"
Java,convert a date string into yyyymmdd,"    public static String stringToString(String dateString, String desfmt) {
        // ISO_DATE_FORMAT = ""yyyyMMdd"";
        if (dateString.trim().length() == 8) {
            return stringToString(dateString, ISO_DATE_FORMAT, desfmt);
        } else if (dateString.trim().length() == 10) {
            // ISO_EXPANDED_DATE_FORMAT = ""yyyy-MM-dd"";
            return stringToString(dateString, ISO_EXPANDED_DATE_FORMAT, desfmt);
        } else if (dateString.trim().length() == 19) {
            // DATETIME_PATTERN = ""yyyy-MM-dd hh:mm:ss"";
            return stringToString(dateString.substring(0, 10),
                    ISO_EXPANDED_DATE_FORMAT, desfmt);
        } else if (dateString.trim().length() == 11) {
            // CHINESE_EXPANDED_DATE_FORMAT = ""yyyy年MM月dd日"";
            return stringToString(dateString, CHINESE_EXPANDED_DATE_FORMAT,
                    desfmt);
        }
        return null;
    }"
Java,string to date,"    public static String dateToStr(Date dateDate) {
        String dateString = FORMATTER_SHORT.format(dateDate);
        return dateString;
    }"
Java,parse command line argument,"    private void parseCommandLineArgs(String[] args) throws ConfigurationException {
        if (args == null || args.length == 0) {
            return;
        }
        logger.info(""Parsing command line arguments"");
        m_commandLineArgs = args;
        
        try {
            for (int inx = 0; inx < args.length; inx++) {
                String arg = args[inx];
                if (arg.equals(""-?"") || arg.equalsIgnoreCase(""-h"") || arg.equalsIgnoreCase(""-help"")) {
                    System.out.println(""See documentation and doradus.yaml for help."");
                    System.exit(0);
                }
                Utils.require(arg.charAt(0) == '-', ""Unrecognized argument: %s"", arg);
                Utils.require(inx + 1 < args.length, ""A value is expected after: %s"", arg);
                String name = arg.substring(1);
                String value = args[++inx];
                setCommandLineParam(name, value);
            }
        } catch (Exception e) {
            logger.error(""Failed to parse command line arguments"", e);
            throw new ConfigurationException(""Failed to parse command line arguments"", e);
        }
    }"
